Table_ID,Table_Label,Spatial_Coverage,Lowest_Geography,Unit,Measure,Pop_Base,Tiers,Variables,Variable_ID,Variable_Label,Categories,Cells,Interior_Cells,Cell_ID,Cell_Label_ONS_Prefix,Cell_Label_ONS,Cell_Label,EW_Count,EW_Pct,ctry,rgn,utla,ltla,msoa,ward,lsoa,oa
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120025,Country of birth,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021; measures: Value,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021,12827,0.02,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120026,Country of birth,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia; measures: Value,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia,12827,0.02,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120027,Country of birth,Europe: Other Europe: Rest of Europe; measures: Value,Europe: Other Europe: Rest of Europe,499732,0.84,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120028,Country of birth,Europe: Other Europe: Rest of Europe: Turkey; measures: Value,Europe: Other Europe: Rest of Europe: Turkey,127644,0.21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120029,Country of birth,Europe: Other Europe: Rest of Europe: Other Europe; measures: Value,Europe: Other Europe: Rest of Europe: Other Europe,372088,0.62,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120030,Country of birth,Africa; measures: Value,Africa,1586958,2.66,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120031,Country of birth,Africa: North Africa; measures: Value,Africa: North Africa,170599,0.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120032,Country of birth,Africa: Central and Western Africa; measures: Value,Africa: Central and Western Africa,558765,0.94,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120033,Country of birth,Africa: Central and Western Africa: Ghana; measures: Value,Africa: Central and Western Africa: Ghana,132577,0.22,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120034,Country of birth,Africa: Central and Western Africa: Nigeria; measures: Value,Africa: Central and Western Africa: Nigeria,270768,0.45,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120035,Country of birth,Africa: Central and Western Africa: Other Central and Western Africa; measures: Value,Africa: Central and Western Africa: Other Central and Western Africa,155420,0.26,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120036,Country of birth,Africa: South and Eastern Africa; measures: Value,Africa: South and Eastern Africa,852521,1.43,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120037,Country of birth,Africa: South and Eastern Africa: Kenya; measures: Value,Africa: South and Eastern Africa: Kenya,134944,0.23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120038,Country of birth,Africa: South and Eastern Africa: Somalia; measures: Value,Africa: South and Eastern Africa: Somalia,108921,0.18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120039,Country of birth,Africa: South and Eastern Africa: South Africa; measures: Value,Africa: South and Eastern Africa: South Africa,217180,0.36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120040,Country of birth,Africa: South and Eastern Africa: Zimbabwe; measures: Value,Africa: South and Eastern Africa: Zimbabwe,124146,0.21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120041,Country of birth,Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value,Africa: South and Eastern Africa: Other South and Eastern Africa,267330,0.45,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120042,Country of birth,Africa: Africa not otherwise specified; measures: Value,Africa: Africa not otherwise specified,5073,0.01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120043,Country of birth,Middle East and Asia; measures: Value,Middle East and Asia,3311030,5.56,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120044,Country of birth,Middle East and Asia: Middle East; measures: Value,Middle East and Asia: Middle East,409692,0.69,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120045,Country of birth,Middle East and Asia: Middle East: Iran; measures: Value,Middle East and Asia: Middle East: Iran,109168,0.18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120046,Country of birth,Middle East and Asia: Middle East: Iraq; measures: Value,Middle East and Asia: Middle East: Iraq,89394,0.15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120047,Country of birth,Middle East and Asia: Middle East: Other Middle East; measures: Value,Middle East and Asia: Middle East: Other Middle East,211130,0.35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120048,Country of birth,Middle East and Asia: Eastern Asia; measures: Value,Middle East and Asia: Eastern Asia,373198,0.63,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120049,Country of birth,Middle East and Asia: Eastern Asia: China; measures: Value,Middle East and Asia: Eastern Asia: China,182376,0.31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120050,Country of birth,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),121429,0.2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120051,Country of birth,Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value,Middle East and Asia: Eastern Asia: Other Eastern Asia,69393,0.12,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120052,Country of birth,Middle East and Asia: Southern Asia; measures: Value,Middle East and Asia: Southern Asia,2126722,3.57,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120053,Country of birth,Middle East and Asia: Southern Asia: Afghanistan; measures: Value,Middle East and Asia: Southern Asia: Afghanistan,85693,0.14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120054,Country of birth,Middle East and Asia: Southern Asia: India; measures: Value,Middle East and Asia: Southern Asia: India,920361,1.54,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120055,Country of birth,Middle East and Asia: Southern Asia: Pakistan; measures: Value,Middle East and Asia: Southern Asia: Pakistan,623557,1.05,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120056,Country of birth,Middle East and Asia: Southern Asia: Bangladesh; measures: Value,Middle East and Asia: Southern Asia: Bangladesh,273042,0.46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120057,Country of birth,Middle East and Asia: Southern Asia: Sri Lanka; measures: Value,Middle East and Asia: Southern Asia: Sri Lanka,144296,0.24,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120058,Country of birth,Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value,Middle East and Asia: Southern Asia: Other Southern Asia,79773,0.13,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120059,Country of birth,Middle East and Asia: South-East Asia; measures: Value,Middle East and Asia: South-East Asia,388873,0.65,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120060,Country of birth,Middle East and Asia: South-East Asia: Philippines; measures: Value,Middle East and Asia: South-East Asia: Philippines,155016,0.26,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120061,Country of birth,Middle East and Asia: South-East Asia: Malaysia; measures: Value,Middle East and Asia: South-East Asia: Malaysia,61510,0.1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120062,Country of birth,Middle East and Asia: South-East Asia: Singapore; measures: Value,Middle East and Asia: South-East Asia: Singapore,40924,0.07,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120063,Country of birth,Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value,Middle East and Asia: South-East Asia: Other South-East Asia,131423,0.22,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120064,Country of birth,Middle East and Asia: Central Asia; measures: Value,Middle East and Asia: Central Asia,12545,0.02,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120065,Country of birth,The Americas and the Caribbean; measures: Value,The Americas and the Caribbean,802630,1.35,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120066,Country of birth,The Americas and the Caribbean: North America; measures: Value,The Americas and the Caribbean: North America,278303,0.47,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120067,Country of birth,The Americas and the Caribbean: North America: United States; measures: Value,The Americas and the Caribbean: North America: United States,203281,0.34,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120068,Country of birth,The Americas and the Caribbean: North America: Canada; measures: Value,The Americas and the Caribbean: North America: Canada,69096,0.12,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120069,Country of birth,The Americas and the Caribbean: North America: Other North America; measures: Value,The Americas and the Caribbean: North America: Other North America,5926,0.01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120070,Country of birth,The Americas and the Caribbean: Central America; measures: Value,The Americas and the Caribbean: Central America,23573,0.04,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120071,Country of birth,The Americas and the Caribbean: Central America: All Central American countries; measures: Value,The Americas and the Caribbean: Central America: All Central American countries,23573,0.04,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120072,Country of birth,The Americas and the Caribbean: South America; measures: Value,The Americas and the Caribbean: South America,254222,0.43,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120073,Country of birth,The Americas and the Caribbean: South America: All South American countries; measures: Value,The Americas and the Caribbean: South America: All South American countries,254222,0.43,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120074,Country of birth,The Americas and the Caribbean: The Caribbean; measures: Value,The Americas and the Caribbean: The Caribbean,246532,0.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120075,Country of birth,The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value,The Americas and the Caribbean: The Caribbean: Jamaica,142154,0.24,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120076,Country of birth,The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value,The Americas and the Caribbean: The Caribbean: Other Caribbean,104378,0.18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120077,Country of birth,Antarctica and Oceania; measures: Value,Antarctica and Oceania,174596,0.29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120078,Country of birth,Antarctica and Oceania: Australasia; measures: Value,Antarctica and Oceania: Australasia,162167,0.27,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120079,Country of birth,Antarctica and Oceania: Australasia: Australia; measures: Value,Antarctica and Oceania: Australasia: Australia,112971,0.19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120080,Country of birth,Antarctica and Oceania: Australasia: New Zealand; measures: Value,Antarctica and Oceania: Australasia: New Zealand,49149,0.08,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120081,Country of birth,Antarctica and Oceania: Australasia: Other Australasia; measures: Value,Antarctica and Oceania: Australasia: Other Australasia,47,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120082,Country of birth,Antarctica and Oceania: Other Oceania and Antarctica; measures: Value,Antarctica and Oceania: Other Oceania and Antarctica,12429,0.02,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts012,Country of birth (detailed),England & Wales,ltla,Person,Count,All usual residents,5,1,country_of_birth_60a,Country of birth (detailed),60,83,60,ts0120083,Country of birth,Other; measures: Value,Other,83,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130001,Passports held,Total: All usual residents; measures: Value,Total: All usual residents,59597540,100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130002,Passports held,Europe; measures: Value,Europe,49745555,83.47,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130003,Passports held,Europe: United Kingdom; measures: Value,Europe: United Kingdom,45688445,76.66,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130004,Passports held,Europe: Ireland; measures: Value,Europe: Ireland,364726,0.61,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130005,Passports held,Europe: Other Europe; measures: Value,Europe: Other Europe,3692384,6.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130006,Passports held,Europe: Other Europe: EU Member countries; measures: Value,Europe: Other Europe: EU Member countries,3520436,5.91,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130007,Passports held,Europe: Other Europe: EU Member countries: France; measures: Value,Europe: Other Europe: EU Member countries: France,163517,0.27,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130008,Passports held,Europe: Other Europe: EU Member countries: Germany; measures: Value,Europe: Other Europe: EU Member countries: Germany,119354,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130009,Passports held,Europe: Other Europe: EU Member countries: Italy; measures: Value,Europe: Other Europe: EU Member countries: Italy,368738,0.62,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130010,Passports held,Europe: Other Europe: EU Member countries: Portugal; measures: Value,Europe: Other Europe: EU Member countries: Portugal,286489,0.48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130011,Passports held,Europe: Other Europe: EU Member countries: Spain; measures: Value,Europe: Other Europe: EU Member countries: Spain,216728,0.36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130012,Passports held,Europe: Other Europe: EU Member countries: Lithuania; measures: Value,Europe: Other Europe: EU Member countries: Lithuania,185159,0.31,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130013,Passports held,Europe: Other Europe: EU Member countries: Poland; measures: Value,Europe: Other Europe: EU Member countries: Poland,760146,1.28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130014,Passports held,Europe: Other Europe: EU Member countries: Romania; measures: Value,Europe: Other Europe: EU Member countries: Romania,550298,0.92,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130015,Passports held,Europe: Other Europe: EU Member countries: Other EU countries; measures: Value,Europe: Other Europe: EU Member countries: Other EU countries,870007,1.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130016,Passports held,Europe: Other Europe: Rest of Europe; measures: Value,Europe: Other Europe: Rest of Europe,171948,0.29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130017,Passports held,Europe: Other Europe: Rest of Europe: Turkey; measures: Value,Europe: Other Europe: Rest of Europe: Turkey,45438,0.08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130018,Passports held,Europe: Other Europe: Rest of Europe: Other Europe; measures: Value,Europe: Other Europe: Rest of Europe: Other Europe,126510,0.21,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130019,Passports held,Africa; measures: Value,Africa,378306,0.63,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130020,Passports held,Africa: North Africa; measures: Value,Africa: North Africa,54372,0.09,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130021,Passports held,Africa: Central and Western Africa; measures: Value,Africa: Central and Western Africa,195158,0.33,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130022,Passports held,Africa: Central and Western Africa: Ghana; measures: Value,Africa: Central and Western Africa: Ghana,47975,0.08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ts013,Passports held (detailed),England & Wales,ward,Person,Count,All usual residents,4,1,passports_all_52a,Passports held (detailed),52,69,52,ts0130023,Passports held,Africa: Central and Western Africa: Nigeria; measures: Value,Africa: Central and Western Africa: Nigeria,117638,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
